,acronym,graph_id,graph_order,id,name,structure_id_path,structure_set_ids,rgb_triplet
786,PVHmpv,1,786,464,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone","[997, 8, 343, 1129, 1097, 467, 63, 464]",[],"[255, 76, 62]"
787,VMH,1,787,693,Ventromedial hypothalamic nucleus,"[997, 8, 343, 1129, 1097, 467, 693]","[112905828, 691663206, 687527945, 10, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
788,VMHa,1,788,761,"Ventromedial hypothalamic nucleus, anterior part","[997, 8, 343, 1129, 1097, 467, 693, 761]",[12],"[255, 76, 62]"
789,VMHc,1,789,769,"Ventromedial hypothalamic nucleus, central part","[997, 8, 343, 1129, 1097, 467, 693, 769]",[12],"[255, 76, 62]"
790,VMHdm,1,790,777,"Ventromedial hypothalamic nucleus, dorsomedial part","[997, 8, 343, 1129, 1097, 467, 693, 777]",[12],"[255, 76, 62]"
791,VMHvl,1,791,785,"Ventromedial hypothalamic nucleus, ventrolateral part","[997, 8, 343, 1129, 1097, 467, 693, 785]",[12],"[255, 76, 62]"
792,PH,1,792,946,Posterior hypothalamic nucleus,"[997, 8, 343, 1129, 1097, 467, 946]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
793,LZ,1,793,290,Hypothalamic lateral zone,"[997, 8, 343, 1129, 1097, 290]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[242, 72, 59]"
794,LHA,1,794,194,Lateral hypothalamic area,"[997, 8, 343, 1129, 1097, 290, 194]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 112905813, 167587189, 114512891, 114512892]","[242, 72, 59]"
795,LPO,1,795,226,Lateral preoptic area,"[997, 8, 343, 1129, 1097, 290, 226]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[242, 72, 59]"
796,PST,1,796,356,Preparasubthalamic nucleus,"[997, 8, 343, 1129, 1097, 290, 356]","[112905828, 691663206, 687527945, 688152364, 184527634, 167587189]","[242, 72, 59]"
797,PSTN,1,797,364,Parasubthalamic nucleus,"[997, 8, 343, 1129, 1097, 290, 364]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[242, 72, 59]"
798,PeF,1,798,576073704,Perifornical nucleus,"[997, 8, 343, 1129, 1097, 290, 576073704]","[112905828, 691663206, 688152364, 184527634, 167587189]","[242, 72, 59]"
799,RCH,1,799,173,Retrochiasmatic area,"[997, 8, 343, 1129, 1097, 290, 173]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[242, 72, 59]"
800,STN,1,800,470,Subthalamic nucleus,"[997, 8, 343, 1129, 1097, 290, 470]","[112905828, 691663206, 687527945, 10, 12, 688152364, 184527634, 167587189, 114512891]","[242, 72, 59]"
801,TU,1,801,614,Tuberal nucleus,"[997, 8, 343, 1129, 1097, 290, 614]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[242, 72, 59]"
802,ZI,1,802,797,Zona incerta,"[997, 8, 343, 1129, 1097, 290, 797]","[112905828, 691663206, 687527945, 10, 12, 688152364, 184527634, 112905813, 167587189, 114512891, 114512892]","[242, 72, 59]"
803,A13,1,803,796,Dopaminergic A13 group,"[997, 8, 343, 1129, 1097, 290, 797, 796]",[12],"[242, 72, 59]"
804,FF,1,804,804,Fields of Forel,"[997, 8, 343, 1129, 1097, 290, 797, 804]","[184527634, 12, 691663206]","[242, 72, 59]"
805,ME,1,805,10671,Median eminence,"[997, 8, 343, 1129, 1097, 10671]","[3, 112905828, 691663206, 12, 688152364, 184527634, 167587189]","[242, 72, 59]"
806,MB,1,806,313,Midbrain,"[997, 8, 343, 313]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[255, 100, 255]"
807,MBsen,1,807,339,"Midbrain, sensory related","[997, 8, 343, 313, 339]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 122, 255]"
808,SCs,1,808,302,"Superior colliculus, sensory related","[997, 8, 343, 313, 339, 302]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 122, 255]"
809,SCop,1,809,851,"Superior colliculus, optic layer","[997, 8, 343, 313, 339, 302, 851]","[184527634, 12, 691663206]","[255, 122, 255]"
810,SCsg,1,810,842,"Superior colliculus, superficial gray layer","[997, 8, 343, 313, 339, 302, 842]","[184527634, 12, 691663206]","[255, 122, 255]"
811,SCzo,1,811,834,"Superior colliculus, zonal layer","[997, 8, 343, 313, 339, 302, 834]","[184527634, 12, 691663206]","[255, 122, 255]"
812,IC,1,812,4,Inferior colliculus,"[997, 8, 343, 313, 339, 4]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 112905813, 114512891, 114512892]","[255, 122, 255]"
813,ICc,1,813,811,"Inferior colliculus, central nucleus","[997, 8, 343, 313, 339, 4, 811]","[184527634, 12, 691663206]","[255, 122, 255]"
814,ICd,1,814,820,"Inferior colliculus, dorsal nucleus","[997, 8, 343, 313, 339, 4, 820]","[184527634, 12, 691663206]","[255, 122, 255]"
815,ICe,1,815,828,"Inferior colliculus, external nucleus","[997, 8, 343, 313, 339, 4, 828]","[691663206, 12, 184527634, 112905813, 114512892]","[255, 122, 255]"
816,NB,1,816,580,Nucleus of the brachium of the inferior colliculus,"[997, 8, 343, 313, 339, 580]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 122, 255]"
817,SAG,1,817,271,Nucleus sagulum,"[997, 8, 343, 313, 339, 271]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 122, 255]"
818,PBG,1,818,874,Parabigeminal nucleus,"[997, 8, 343, 313, 339, 874]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 122, 255]"
819,MEV,1,819,460,Midbrain trigeminal nucleus,"[997, 8, 343, 313, 339, 460]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189]","[255, 122, 255]"
820,SCO,1,820,599626923,Subcommissural organ,"[997, 8, 343, 313, 339, 599626923]","[112905828, 691663206, 688152365, 184527634, 167587189]","[255, 122, 255]"
821,MBmot,1,821,323,"Midbrain, motor related","[997, 8, 343, 313, 323]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 144, 255]"
822,SNr,1,822,381,"Substantia nigra, reticular part","[997, 8, 343, 313, 323, 381]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 144, 255]"
823,VTA,1,823,749,Ventral tegmental area,"[997, 8, 343, 313, 323, 749]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
824,PN,1,824,607344830,Paranigral nucleus,"[997, 8, 343, 313, 323, 607344830]","[112905828, 691663206, 688152365, 184527634, 167587189]","[255, 144, 255]"
825,RR,1,825,246,"Midbrain reticular nucleus, retrorubral area","[997, 8, 343, 313, 323, 246]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
826,MRN,1,826,128,Midbrain reticular nucleus,"[997, 8, 343, 313, 323, 128]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 144, 255]"
827,MRNm,1,827,539,"Midbrain reticular nucleus, magnocellular part","[997, 8, 343, 313, 323, 128, 539]",[],"[255, 144, 255]"
828,MRNmg,1,828,548,"Midbrain reticular nucleus, magnocellular part, general","[997, 8, 343, 313, 323, 128, 548]",[],"[255, 144, 255]"
829,MRNp,1,829,555,"Midbrain reticular nucleus, parvicellular part","[997, 8, 343, 313, 323, 128, 555]",[],"[255, 144, 255]"
830,SCm,1,830,294,"Superior colliculus, motor related","[997, 8, 343, 313, 323, 294]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 144, 255]"
831,SCdg,1,831,26,"Superior colliculus, motor related, deep gray layer","[997, 8, 343, 313, 323, 294, 26]","[184527634, 12, 691663206]","[255, 144, 255]"
832,SCdw,1,832,42,"Superior colliculus, motor related, deep white layer","[997, 8, 343, 313, 323, 294, 42]","[184527634, 12, 691663206]","[255, 144, 255]"
833,SCiw,1,833,17,"Superior colliculus, motor related, intermediate white layer","[997, 8, 343, 313, 323, 294, 17]","[184527634, 12, 691663206]","[255, 144, 255]"
834,SCig,1,834,10,"Superior colliculus, motor related, intermediate gray layer","[997, 8, 343, 313, 323, 294, 10]","[184527634, 12, 691663206]","[255, 144, 255]"
835,SCig-a,1,835,494,"Superior colliculus, motor related, intermediate gray layer, sublayer a","[997, 8, 343, 313, 323, 294, 10, 494]","[184527634, 12]","[255, 144, 255]"
836,SCig-b,1,836,503,"Superior colliculus, motor related, intermediate gray layer, sublayer b","[997, 8, 343, 313, 323, 294, 10, 503]","[184527634, 12]","[255, 144, 255]"
837,SCig-c,1,837,511,"Superior colliculus, motor related, intermediate gray layer, sublayer c","[997, 8, 343, 313, 323, 294, 10, 511]","[184527634, 12]","[255, 144, 255]"
838,PAG,1,838,795,Periaqueductal gray,"[997, 8, 343, 313, 323, 795]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
839,PRC,1,839,50,Precommissural nucleus,"[997, 8, 343, 313, 323, 795, 50]","[184527634, 12, 691663206]","[255, 144, 255]"
840,INC,1,840,67,Interstitial nucleus of Cajal,"[997, 8, 343, 313, 323, 795, 67]","[184527634, 12, 691663206]","[255, 144, 255]"
841,ND,1,841,587,Nucleus of Darkschewitsch,"[997, 8, 343, 313, 323, 795, 587]","[184527634, 12, 691663206]","[255, 144, 255]"
842,Su3,1,842,614454277,Supraoculomotor periaqueductal gray,"[997, 8, 343, 313, 323, 795, 614454277]","[184527634, 691663206]","[255, 144, 255]"
843,PRT,1,843,1100,Pretectal region,"[997, 8, 343, 313, 323, 1100]","[112905828, 691663206, 12, 184527634, 112905813, 114512891]","[255, 144, 255]"
844,APN,1,844,215,Anterior pretectal nucleus,"[997, 8, 343, 313, 323, 1100, 215]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 112905813, 114512891]","[255, 144, 255]"
845,MPT,1,845,531,Medial pretectal area,"[997, 8, 343, 313, 323, 1100, 531]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
846,NOT,1,846,628,Nucleus of the optic tract,"[997, 8, 343, 313, 323, 1100, 628]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
847,NPC,1,847,634,Nucleus of the posterior commissure,"[997, 8, 343, 313, 323, 1100, 634]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
848,OP,1,848,706,Olivary pretectal nucleus,"[997, 8, 343, 313, 323, 1100, 706]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
849,PPT,1,849,1061,Posterior pretectal nucleus,"[997, 8, 343, 313, 323, 1100, 1061]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
850,RPF,1,850,549009203,Retroparafascicular nucleus,"[997, 8, 343, 313, 323, 1100, 549009203]","[184527634, 691663206]","[255, 144, 255]"
851,InCo,1,851,549009207,Intercollicular nucleus,"[997, 8, 343, 313, 323, 549009207]",[],"[255, 144, 255]"
852,CUN,1,852,616,Cuneiform nucleus,"[997, 8, 343, 313, 323, 616]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
853,RN,1,853,214,Red nucleus,"[997, 8, 343, 313, 323, 214]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 112905813, 167587189, 114512891]","[255, 144, 255]"
854,III,1,854,35,Oculomotor nucleus,"[997, 8, 343, 313, 323, 35]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
855,MA3,1,855,549009211,Medial accesory oculomotor nucleus,"[997, 8, 343, 313, 323, 549009211]","[112905828, 691663206, 688152365, 184527634, 167587189]","[255, 144, 255]"
856,EW,1,856,975,Edinger-Westphal nucleus,"[997, 8, 343, 313, 323, 975]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
857,IV,1,857,115,Trochlear nucleus,"[997, 8, 343, 313, 323, 115]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
858,Pa4,1,858,606826663,Paratrochlear nucleus,"[997, 8, 343, 313, 323, 606826663]","[112905828, 691663206, 688152365, 184527634, 167587189]","[255, 144, 255]"
859,VTN,1,859,757,Ventral tegmental nucleus,"[997, 8, 343, 313, 323, 757]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
860,AT,1,860,231,Anterior tegmental nucleus,"[997, 8, 343, 313, 323, 231]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
861,LT,1,861,66,Lateral terminal nucleus of the accessory optic tract,"[997, 8, 343, 313, 323, 66]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
862,DT,1,862,75,Dorsal terminal nucleus of the accessory optic tract,"[997, 8, 343, 313, 323, 75]","[112905828, 691663206, 688152365, 184527634, 167587189]","[255, 144, 255]"
863,MT,1,863,58,Medial terminal nucleus of the accessory optic tract,"[997, 8, 343, 313, 323, 58]","[112905828, 691663206, 688152365, 184527634, 167587189]","[255, 144, 255]"
864,SNl,1,864,615,"Substantia nigra, lateral part","[997, 8, 343, 313, 323, 615]",[],"[255, 144, 255]"
865,MBsta,1,865,348,"Midbrain, behavioral state related","[997, 8, 343, 313, 348]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 144, 255]"
866,SNc,1,866,374,"Substantia nigra, compact part","[997, 8, 343, 313, 348, 374]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 112905813, 167587189, 114512892]","[255, 166, 255]"
867,PPN,1,867,1052,Pedunculopontine nucleus,"[997, 8, 343, 313, 348, 1052]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 114512891]","[255, 166, 255]"
868,RAmb,1,868,165,Midbrain raphe nuclei,"[997, 8, 343, 313, 348, 165]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 166, 255]"
869,IF,1,869,12,Interfascicular nucleus raphe,"[997, 8, 343, 313, 348, 165, 12]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 166, 255]"
870,IPN,1,870,100,Interpeduncular nucleus,"[997, 8, 343, 313, 348, 165, 100]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 114512891]","[255, 166, 255]"
871,IPR,1,871,607344834,"Interpeduncular nucleus, rostral","[997, 8, 343, 313, 348, 165, 100, 607344834]","[184527634, 691663206]","[255, 166, 255]"
872,IPC,1,872,607344838,"Interpeduncular nucleus, caudal","[997, 8, 343, 313, 348, 165, 100, 607344838]","[184527634, 691663206]","[255, 166, 255]"
873,IPA,1,873,607344842,"Interpeduncular nucleus, apical","[997, 8, 343, 313, 348, 165, 100, 607344842]","[184527634, 691663206]","[255, 166, 255]"
874,IPL,1,874,607344846,"Interpeduncular nucleus, lateral","[997, 8, 343, 313, 348, 165, 100, 607344846]","[184527634, 691663206]","[255, 166, 255]"
875,IPI,1,875,607344850,"Interpeduncular nucleus, intermediate","[997, 8, 343, 313, 348, 165, 100, 607344850]","[184527634, 691663206]","[255, 166, 255]"
876,IPDM,1,876,607344854,"Interpeduncular nucleus, dorsomedial","[997, 8, 343, 313, 348, 165, 100, 607344854]","[184527634, 691663206]","[255, 166, 255]"
877,IPDL,1,877,607344858,"Interpeduncular nucleus, dorsolateral","[997, 8, 343, 313, 348, 165, 100, 607344858]","[184527634, 691663206]","[255, 166, 255]"
878,IPRL,1,878,607344862,"Interpeduncular nucleus, rostrolateral","[997, 8, 343, 313, 348, 165, 100, 607344862]","[184527634, 691663206]","[255, 166, 255]"
879,RL,1,879,197,Rostral linear nucleus raphe,"[997, 8, 343, 313, 348, 165, 197]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 166, 255]"
880,CLI,1,880,591,Central linear nucleus raphe,"[997, 8, 343, 313, 348, 165, 591]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 166, 255]"
881,DR,1,881,872,Dorsal nucleus raphe,"[997, 8, 343, 313, 348, 165, 872]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 114512891]","[255, 166, 255]"
882,HB,1,882,1065,Hindbrain,"[997, 8, 343, 1065]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 155, 136]"
883,P,1,883,771,Pons,"[997, 8, 343, 1065, 771]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[255, 155, 136]"
884,P-sen,1,884,1132,"Pons, sensory related","[997, 8, 343, 1065, 771, 1132]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 174, 111]"
885,NLL,1,885,612,Nucleus of the lateral lemniscus,"[997, 8, 343, 1065, 771, 1132, 612]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 174, 111]"
886,NLLd,1,886,82,"Nucleus of the lateral lemniscus, dorsal part","[997, 8, 343, 1065, 771, 1132, 612, 82]",[12],"[255, 174, 111]"
887,NLLh,1,887,90,"Nucleus of the lateral lemniscus, horizontal part","[997, 8, 343, 1065, 771, 1132, 612, 90]",[12],"[255, 174, 111]"
888,NLLv,1,888,99,"Nucleus of the lateral lemniscus, ventral part","[997, 8, 343, 1065, 771, 1132, 612, 99]",[12],"[255, 174, 111]"
889,PSV,1,889,7,Principal sensory nucleus of the trigeminal,"[997, 8, 343, 1065, 771, 1132, 7]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 112905813, 167587189, 114512891]","[255, 174, 111]"
890,PB,1,890,867,Parabrachial nucleus,"[997, 8, 343, 1065, 771, 1132, 867]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 174, 111]"
891,KF,1,891,123,Koelliker-Fuse subnucleus,"[997, 8, 343, 1065, 771, 1132, 867, 123]","[691663206, 12, 184527634, 112905813, 114512892]","[255, 174, 111]"
892,PBl,1,892,881,"Parabrachial nucleus, lateral division","[997, 8, 343, 1065, 771, 1132, 867, 881]",[12],"[255, 174, 111]"
893,PBlc,1,893,860,"Parabrachial nucleus, lateral division, central lateral part","[997, 8, 343, 1065, 771, 1132, 867, 881, 860]",[12],"[255, 174, 111]"
894,PBld,1,894,868,"Parabrachial nucleus, lateral division, dorsal lateral part","[997, 8, 343, 1065, 771, 1132, 867, 881, 868]",[12],"[255, 174, 111]"
895,PBle,1,895,875,"Parabrachial nucleus, lateral division, external lateral part","[997, 8, 343, 1065, 771, 1132, 867, 881, 875]",[12],"[255, 174, 111]"
896,PBls,1,896,883,"Parabrachial nucleus, lateral division, superior lateral part","[997, 8, 343, 1065, 771, 1132, 867, 881, 883]",[12],"[255, 174, 111]"
897,PBlv,1,897,891,"Parabrachial nucleus, lateral division, ventral lateral part","[997, 8, 343, 1065, 771, 1132, 867, 881, 891]",[12],"[255, 174, 111]"
898,PBm,1,898,890,"Parabrachial nucleus, medial division","[997, 8, 343, 1065, 771, 1132, 867, 890]",[12],"[255, 174, 111]"
899,PBme,1,899,899,"Parabrachial nucleus, medial division, external medial part","[997, 8, 343, 1065, 771, 1132, 867, 890, 899]",[12],"[255, 174, 111]"
900,PBmm,1,900,915,"Parabrachial nucleus, medial division, medial medial part","[997, 8, 343, 1065, 771, 1132, 867, 890, 915]",[12],"[255, 174, 111]"
901,PBmv,1,901,923,"Parabrachial nucleus, medial division, ventral medial part","[997, 8, 343, 1065, 771, 1132, 867, 890, 923]",[],"[255, 174, 111]"
902,SOC,1,902,398,Superior olivary complex,"[997, 8, 343, 1065, 771, 1132, 398]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 174, 111]"
903,POR,1,903,122,"Superior olivary complex, periolivary region","[997, 8, 343, 1065, 771, 1132, 398, 122]","[184527634, 12, 691663206]","[255, 174, 111]"
904,SOCm,1,904,105,"Superior olivary complex, medial part","[997, 8, 343, 1065, 771, 1132, 398, 105]","[184527634, 12, 691663206]","[255, 174, 111]"
905,SOCl,1,905,114,"Superior olivary complex, lateral part","[997, 8, 343, 1065, 771, 1132, 398, 114]","[184527634, 12, 691663206]","[255, 174, 111]"
